timestamps,words,terms,TP9,AF7,AF8,TP10,Right AUX,Marker
1586278047.946179,1,1,0.0,-0.48828125,0.0,0.0,0.0,0
1586278047.9500852,1,1,0.0,0.0,-1.953125,0.0,0.0,0
1586278047.9539914,1,1,-0.48828125,0.48828125,4.39453125,-1.46484375,0.0,0
1586278047.9578977,1,1,0.9765625,-2.44140625,-9.27734375,3.41796875,0.0,0
1586278047.961804,1,1,-2.9296875,13.18359375,15.13671875,-14.6484375,0.0,0
1586278047.9657102,1,1,-2.9296875,28.80859375,56.640625,-24.4140625,0.0,0
1586278047.9696164,1,1,14.16015625,33.203125,-0.9765625,16.6015625,0.0,0
1586278047.9735227,1,1,16.6015625,35.15625,-15.625,27.34375,0.0,0
1586278047.977429,1,1,-5.37109375,14.16015625,-9.27734375,-12.20703125,0.0,0
1586278047.9813352,1,1,-17.08984375,16.11328125,-19.53125,-46.875,0.0,0
1586278047.9852414,1,1,0.9765625,43.45703125,-20.01953125,-36.1328125,0.0,0
1586278047.9891477,1,1,19.04296875,53.7109375,-11.23046875,0.0,0.0,0
1586278047.993054,1,1,12.6953125,36.62109375,0.0,23.92578125,0.0,0
1586278047.9969602,1,1,-8.7890625,25.87890625,-6.34765625,-14.16015625,0.0,0
1586278048.0008664,1,1,-16.11328125,34.66796875,-16.6015625,-60.546875,0.0,0
1586278048.0047727,1,1,5.859375,40.0390625,-13.671875,-28.80859375,0.0,0
1586278048.008679,1,1,23.92578125,37.109375,-12.6953125,24.90234375,0.0,0
1586278048.0125852,1,1,27.34375,26.3671875,-22.4609375,39.55078125,0.0,0
1586278048.0164914,1,1,11.71875,29.78515625,-26.3671875,9.765625,0.0,0
1586278048.0203977,1,1,-9.27734375,33.203125,-11.71875,-30.76171875,0.0,0
1586278048.024304,1,1,-10.7421875,34.1796875,-11.71875,-32.2265625,0.0,0
1586278048.0282102,1,1,11.71875,31.73828125,-22.4609375,10.25390625,0.0,0
1586278048.0321164,1,1,27.83203125,29.296875,-22.4609375,42.96875,0.0,0
1586278048.0360227,1,1,15.625,29.296875,-16.11328125,18.5546875,0.0,0
1586278048.039929,1,1,-8.7890625,29.78515625,-38.0859375,-32.71484375,0.0,0
1586278048.0438352,1,1,-10.25390625,29.78515625,-51.26953125,-33.69140625,0.0,0
1586278048.0477414,1,1,23.4375,6.34765625,-22.94921875,11.23046875,0.0,0
1586278048.0516477,1,1,41.9921875,-11.23046875,-1.953125,51.7578125,0.0,0
1586278048.055554,1,1,4.8828125,27.83203125,-3.41796875,17.08984375,0.0,0
