WORD,TERM,A,B,C,D
1,1,46.38671875,-14.16015625,-35.15625,26.3671875
1,1,28.80859375,-8.7890625,-28.3203125,2.9296875
1,1,-30.2734375,-14.6484375,-27.83203125,-32.2265625
1,1,-38.57421875,-17.08984375,-33.69140625,-27.83203125
1,1,-10.25390625,-18.06640625,-24.4140625,-7.8125
1,1,22.4609375,-22.94921875,-25.390625,6.8359375
1,1,14.16015625,-30.2734375,-20.01953125,-16.6015625
1,1,-50.29296875,-14.16015625,-15.625,-65.91796875
1,1,-84.47265625,-7.32421875,-26.85546875,-91.796875
1,1,-68.359375,-17.08984375,-21.97265625,-71.2890625
1,1,-26.85546875,-16.11328125,-14.6484375,-31.25
1,1,-29.78515625,-15.13671875,-19.04296875,-28.80859375
1,1,-76.66015625,-15.13671875,-25.87890625,-68.84765625
1,1,-95.703125,-18.5546875,-31.25,-94.7265625
1,1,-55.6640625,-31.73828125,-28.80859375,-54.6875
1,1,-0.9765625,-34.66796875,-27.83203125,-8.30078125
1,1,-6.34765625,-21.97265625,-36.62109375,-6.8359375
1,1,-45.8984375,-18.06640625,-41.015625,-41.9921875
1,1,-78.61328125,-27.83203125,-33.69140625,-75.68359375
1,1,-62.01171875,-29.78515625,-33.203125,-59.5703125
1,1,5.859375,-23.4375,-36.1328125,-20.99609375
1,1,18.06640625,-28.3203125,-32.71484375,-5.37109375
1,1,-51.26953125,-35.15625,-35.64453125,-21.97265625
1,1,-93.26171875,-36.1328125,-38.0859375,-58.59375
1,1,-64.453125,-30.76171875,-40.0390625,-53.7109375
1,1,0.48828125,-15.625,-46.875,-18.06640625
1,1,23.92578125,-13.18359375,-39.55078125,3.41796875
1,1,-17.578125,-14.6484375,-35.15625,-27.34375
1,1,-73.2421875,-9.765625,-41.50390625,-63.4765625
1,1,-61.03515625,-17.578125,-37.109375,-53.7109375
1,1,0.48828125,-26.3671875,-36.62109375,-25.87890625
1,1,11.71875,-27.83203125,-38.57421875,-7.32421875
1,1,-27.83203125,-23.4375,-38.57421875,-22.4609375
1,1,-77.63671875,-23.4375,-32.71484375,-53.7109375
1,1,-80.078125,-28.80859375,-26.85546875,-58.59375
1,1,-31.25,-14.6484375,-17.08984375,-21.97265625
1,1,-1.46484375,-7.8125,-21.97265625,1.953125
1,1,-6.8359375,-14.6484375,-37.109375,-16.6015625
1,1,-46.875,-13.18359375,-33.69140625,-52.24609375
1,1,-48.828125,-9.27734375,-31.73828125,-63.96484375
1,1,5.859375,-15.13671875,-33.69140625,-21.484375
1,1,50.78125,-10.7421875,-32.71484375,5.859375
1,1,27.34375,-9.765625,-31.25,-11.71875
1,1,-39.0625,-18.5546875,-40.0390625,-41.015625
1,1,-51.7578125,-12.6953125,-36.1328125,-50.29296875
1,1,-4.8828125,-16.6015625,-28.80859375,-26.85546875
1,1,31.25,-20.99609375,-25.390625,-5.37109375
1,1,1.46484375,-18.5546875,-29.78515625,-21.484375
1,1,-53.7109375,-21.97265625,-37.109375,-57.12890625
1,1,-74.21875,-26.85546875,-42.48046875,-57.12890625
1,1,-34.66796875,-24.90234375,-34.1796875,-25.390625
1,1,26.3671875,-24.90234375,-17.08984375,7.32421875
1,1,17.08984375,-28.80859375,-12.6953125,12.6953125
1,1,-48.828125,-27.83203125,-12.20703125,-22.94921875
1,1,-79.58984375,-22.94921875,-19.04296875,-40.0390625
1,1,-41.50390625,-16.11328125,-27.83203125,-15.13671875
1,1,17.578125,-14.16015625,-15.625,12.20703125
1,1,15.625,-9.765625,-14.6484375,10.7421875
1,1,-33.69140625,-12.20703125,-20.01953125,-19.53125
1,1,-59.08203125,-16.11328125,-20.5078125,-41.9921875
1,1,-30.2734375,-17.08984375,-36.1328125,-27.83203125
1,1,33.203125,-12.6953125,-38.57421875,3.90625
1,1,44.921875,-19.53125,-31.25,-0.9765625
1,1,-12.20703125,-16.6015625,-28.80859375,-28.3203125
1,1,-61.5234375,-2.44140625,-29.296875,-48.828125
1,1,-36.62109375,-6.8359375,-24.4140625,-36.62109375
1,1,20.99609375,-13.18359375,-23.4375,-4.8828125
1,1,39.55078125,-15.625,-27.83203125,7.8125
1,1,-18.5546875,-15.13671875,-27.34375,-13.18359375
1,1,-73.2421875,-18.5546875,-28.80859375,-39.55078125
1,1,-36.1328125,-22.94921875,-31.73828125,-41.50390625
1,1,23.92578125,-15.625,-32.2265625,-1.46484375
1,1,45.41015625,-14.16015625,-39.0625,26.3671875
1,1,0.48828125,-22.94921875,-36.62109375,-4.8828125
1,1,-54.19921875,-18.5546875,-29.78515625,-38.57421875
1,1,-52.734375,-12.20703125,-29.78515625,-30.2734375
1,1,5.859375,-16.6015625,-34.66796875,-3.90625
1,1,55.6640625,-17.578125,-39.55078125,18.06640625
1,1,10.25390625,-21.484375,-45.41015625,0.48828125
1,1,-50.78125,-25.390625,-39.55078125,-38.57421875
1,1,-30.76171875,-20.99609375,-39.0625,-37.109375
1,1,-3.41796875,-20.5078125,-41.015625,-7.32421875
1,1,30.76171875,-21.484375,-32.71484375,6.8359375
1,1,10.25390625,-17.08984375,-30.2734375,-16.6015625
1,1,-53.22265625,-17.08984375,-36.62109375,-56.15234375
1,1,-61.5234375,-18.06640625,-40.0390625,-55.6640625
1,1,-0.9765625,-11.23046875,-38.0859375,-13.671875
1,1,52.734375,-20.01953125,-35.64453125,10.25390625
1,1,31.25,-16.6015625,-34.66796875,-0.48828125
1,1,-27.83203125,-5.37109375,-34.1796875,-27.34375
1,1,-46.38671875,0.0,-34.66796875,-44.921875
1,1,-8.30078125,-9.765625,-36.1328125,-24.4140625
1,1,40.0390625,-20.01953125,-34.66796875,2.44140625
1,1,40.52734375,-22.4609375,-30.76171875,-8.7890625
1,1,-9.765625,-26.85546875,-26.3671875,-41.015625
1,1,-40.0390625,-19.04296875,-26.3671875,-52.24609375
1,1,-5.859375,-10.7421875,-31.73828125,-28.80859375
1,1,31.73828125,-11.23046875,-36.1328125,9.27734375
1,1,25.87890625,-17.08984375,-28.80859375,7.32421875
1,1,-20.01953125,-22.4609375,-36.1328125,-18.06640625
1,1,-42.96875,-18.06640625,-56.15234375,-45.8984375
1,1,-12.6953125,-15.625,-41.015625,-45.8984375
1,1,34.66796875,-18.5546875,-25.390625,-1.953125
1,1,40.0390625,-25.390625,-19.53125,1.46484375
1,1,-13.18359375,-23.4375,-18.06640625,-35.15625
1,1,-59.5703125,-28.80859375,-30.76171875,-44.921875
1,1,-23.4375,-30.2734375,-27.83203125,-30.76171875
1,1,36.62109375,-18.5546875,-23.92578125,-4.8828125
1,1,33.203125,-17.08984375,-36.62109375,-7.32421875
1,1,-8.7890625,-23.4375,-42.48046875,-44.43359375
1,1,-69.3359375,-22.94921875,-32.2265625,-54.19921875
1,1,-69.82421875,-18.5546875,-26.3671875,-38.0859375
1,1,2.44140625,-25.390625,-25.390625,-23.92578125
1,1,35.64453125,-19.53125,-16.6015625,8.30078125
1,1,-11.23046875,-6.8359375,-16.11328125,-11.23046875
1,1,-60.546875,-14.16015625,-29.296875,-54.6875
1,1,-44.43359375,-28.3203125,-33.203125,-36.1328125
1,1,2.44140625,-27.34375,-35.15625,0.48828125
1,1,33.203125,-18.5546875,-37.59765625,7.32421875
1,1,6.8359375,-17.08984375,-28.3203125,-13.671875
1,1,-44.921875,-16.6015625,-28.3203125,-40.52734375
1,1,-53.22265625,-18.06640625,-24.4140625,-49.8046875
1,1,-2.44140625,-25.87890625,-24.4140625,-11.23046875
1,1,44.921875,-28.80859375,-29.296875,18.06640625
1,1,23.4375,-24.90234375,-25.87890625,4.39453125
1,1,-47.36328125,-24.4140625,-27.83203125,-31.73828125
1,1,-65.4296875,-25.390625,-21.97265625,-45.41015625
1,1,-14.16015625,-25.390625,-27.83203125,-8.30078125
1,1,38.57421875,-21.97265625,-39.0625,14.16015625
1,1,14.16015625,-26.85546875,-25.87890625,-10.7421875
1,1,-72.265625,-46.875,-22.4609375,-45.8984375
1,1,-91.30859375,-46.38671875,-29.296875,-50.78125
1,1,-34.66796875,-32.2265625,-31.73828125,-28.80859375
1,1,9.27734375,-21.97265625,-41.015625,-0.48828125
1,1,2.9296875,-19.53125,-48.828125,-6.8359375
1,1,-48.33984375,-22.4609375,-48.828125,-41.015625
1,1,-83.984375,-21.97265625,-41.50390625,-48.828125
1,1,-39.55078125,-24.90234375,-26.3671875,-33.203125
1,1,24.90234375,-22.94921875,-22.4609375,-10.25390625
1,1,27.34375,-21.484375,-24.90234375,-7.8125
1,1,-28.80859375,-20.99609375,-23.92578125,-40.0390625
1,1,-69.3359375,-24.4140625,-31.25,-55.17578125
1,1,-25.390625,-30.76171875,-39.0625,-25.87890625
1,1,40.0390625,-28.80859375,-34.66796875,-6.34765625
1,1,40.0390625,-34.1796875,-17.578125,-0.48828125
1,1,-8.7890625,-29.78515625,-16.11328125,-4.8828125
1,1,-63.96484375,-20.01953125,-41.9921875,-28.80859375
1,1,-28.3203125,-23.92578125,-35.15625,-21.484375
1,1,50.29296875,-32.71484375,-18.5546875,7.32421875
1,1,47.36328125,-23.92578125,-20.5078125,15.625
1,1,-12.20703125,-18.5546875,-20.5078125,-11.71875
1,1,-63.4765625,-21.484375,-19.04296875,-45.8984375
1,1,-48.828125,-20.99609375,-34.1796875,-34.1796875
1,1,12.20703125,-21.484375,-52.734375,1.953125
1,1,31.25,-17.578125,-36.1328125,7.8125
1,1,-10.7421875,-20.5078125,-17.578125,-14.6484375
1,1,-68.84765625,-25.390625,-20.5078125,-37.59765625
1,1,-65.4296875,-26.3671875,-28.80859375,-34.1796875
1,1,14.16015625,-28.3203125,-40.0390625,4.39453125
1,1,60.05859375,-27.34375,-42.96875,16.11328125
1,1,6.8359375,-23.4375,-26.3671875,-9.765625
1,1,-51.7578125,-19.53125,-16.6015625,-23.4375
1,1,-53.7109375,-18.5546875,-22.94921875,-42.48046875
1,1,-13.671875,-19.53125,-30.76171875,-18.06640625
1,1,29.296875,-23.4375,-33.203125,8.7890625
1,1,-1.953125,-28.80859375,-48.33984375,-26.85546875
1,1,-55.17578125,-27.34375,-47.8515625,-48.828125
1,1,-44.921875,-32.2265625,-21.97265625,-32.2265625
1,1,8.30078125,-27.34375,-18.5546875,3.41796875
1,1,47.36328125,-18.06640625,-28.3203125,20.99609375
1,1,27.83203125,-16.11328125,-20.99609375,0.48828125
1,1,-32.71484375,-18.5546875,-20.99609375,-25.390625
1,1,-49.8046875,-20.01953125,-42.96875,-20.01953125
1,1,8.30078125,-23.4375,-29.296875,8.7890625
1,1,49.8046875,-18.06640625,-11.71875,27.83203125
1,1,30.76171875,-11.23046875,-14.6484375,17.578125
1,1,-25.390625,-21.484375,-16.6015625,-26.85546875
1,1,-51.26953125,-18.06640625,-24.4140625,-48.828125
1,1,-1.46484375,-14.6484375,-36.1328125,-15.13671875
1,1,58.59375,-19.53125,-27.83203125,13.671875
1,1,26.85546875,-15.625,-19.53125,-8.7890625
1,1,-49.8046875,-18.06640625,-23.4375,-39.55078125
1,1,-62.01171875,-32.2265625,-27.83203125,-44.43359375
1,1,-24.90234375,-30.2734375,-34.1796875,-33.203125
1,1,29.296875,-23.4375,-29.78515625,-13.18359375
1,1,32.71484375,-20.5078125,-20.5078125,-15.625
1,1,-15.625,-21.97265625,-20.01953125,-33.69140625
1,1,-43.45703125,-25.390625,-28.80859375,-47.36328125
1,1,-7.8125,-16.11328125,-23.92578125,-34.1796875
1,1,43.45703125,-14.16015625,-23.92578125,-2.44140625
1,1,45.41015625,-28.3203125,-26.3671875,5.859375
1,1,-7.32421875,-29.78515625,-23.92578125,-20.99609375
1,1,-48.828125,-15.13671875,-21.97265625,-48.33984375
1,1,-20.99609375,-13.671875,-18.5546875,-34.1796875
1,1,34.66796875,-24.90234375,-25.87890625,1.953125
1,1,51.26953125,-20.5078125,-43.9453125,19.53125
1,1,-3.90625,-17.08984375,-43.45703125,-6.34765625
1,1,-50.78125,-23.4375,-41.50390625,-36.1328125
1,1,-25.390625,-22.94921875,-52.734375,-31.25
1,1,32.71484375,-21.484375,-41.50390625,14.16015625
1,1,38.57421875,-26.85546875,-35.64453125,37.109375
1,1,8.30078125,-21.97265625,-30.2734375,2.9296875
1,1,-30.2734375,-14.6484375,-38.0859375,-35.64453125
1,1,-33.69140625,-22.94921875,-47.8515625,-40.0390625
1,1,8.7890625,-28.80859375,-36.62109375,-2.44140625
1,1,31.25,-23.4375,-24.90234375,21.484375
1,1,12.20703125,-23.92578125,-20.5078125,-2.9296875
1,1,-39.55078125,-23.4375,-32.71484375,-37.59765625
1,1,-67.3828125,-24.4140625,-47.36328125,-49.8046875
1,1,-19.53125,-31.25,-40.52734375,-11.23046875
1,1,21.97265625,-33.69140625,-29.78515625,6.8359375
1,1,2.9296875,-19.53125,-32.71484375,-13.18359375
1,1,-37.59765625,-11.71875,-30.2734375,-42.96875
1,1,-62.98828125,-11.71875,-30.2734375,-55.6640625
1,1,-24.90234375,-25.390625,-39.55078125,-20.01953125
1,1,47.36328125,-22.4609375,-39.0625,3.90625
1,1,35.64453125,-9.765625,-41.50390625,-6.8359375
1,1,-39.0625,-16.6015625,-47.8515625,-36.62109375
1,1,-59.08203125,-27.34375,-41.015625,-36.1328125
1,1,-3.90625,-22.4609375,-27.34375,-6.34765625
1,1,49.31640625,-23.4375,-20.99609375,11.71875
1,1,28.80859375,-24.4140625,-24.4140625,9.765625
1,1,-42.96875,-19.53125,-29.78515625,-26.85546875
1,1,-69.82421875,-26.85546875,-32.2265625,-55.17578125
1,1,-24.4140625,-27.83203125,-39.0625,-24.90234375
1,1,31.73828125,-21.97265625,-41.50390625,13.671875
1,1,23.92578125,-21.97265625,-39.55078125,1.953125
1,1,-39.0625,-28.80859375,-34.66796875,-33.69140625
1,1,-70.80078125,-32.2265625,-40.52734375,-54.6875
1,1,-40.52734375,-32.2265625,-41.50390625,-24.90234375
1,1,16.11328125,-30.76171875,-36.62109375,17.578125
1,1,28.80859375,-20.5078125,-25.390625,9.765625
1,1,-30.2734375,-27.34375,-22.4609375,-28.3203125
1,1,-78.61328125,-32.2265625,-35.15625,-47.36328125
1,1,-65.4296875,-26.85546875,-37.109375,-22.94921875
1,1,15.13671875,-24.90234375,-33.69140625,8.7890625
1,1,69.3359375,-21.484375,-25.87890625,10.7421875
1,1,9.27734375,-22.94921875,-27.83203125,-16.6015625
1,1,-65.91796875,-27.34375,-39.0625,-43.9453125
1,1,-34.1796875,-22.4609375,-35.15625,-35.64453125
1,1,35.64453125,-14.16015625,-22.94921875,-2.9296875
1,1,43.9453125,-25.390625,-25.390625,23.92578125
1,1,-1.953125,-35.64453125,-27.34375,-8.7890625
1,1,-51.7578125,-24.90234375,-20.5078125,-42.96875
1,1,-45.8984375,-19.53125,-24.90234375,-20.99609375
1,1,20.99609375,-8.7890625,-30.2734375,13.671875
1,1,45.41015625,-11.23046875,-31.73828125,15.625
1,1,-5.37109375,-19.53125,-29.296875,-19.53125
1,1,-55.17578125,-17.08984375,-30.2734375,-40.52734375
1,1,-42.96875,-17.08984375,-36.62109375,-21.97265625
1,1,5.859375,-19.53125,-29.296875,1.46484375
1,1,41.9921875,-22.94921875,-19.04296875,16.6015625
1,1,9.27734375,-29.296875,-16.11328125,7.32421875
1,1,-52.734375,-26.3671875,-18.5546875,-23.92578125
1,1,-65.91796875,-19.53125,-32.2265625,-36.62109375
1,1,-11.71875,-20.99609375,-35.64453125,-11.71875
1,1,37.59765625,-24.4140625,-29.78515625,17.08984375
1,1,11.71875,-25.390625,-20.5078125,5.859375
1,1,-66.40625,-28.80859375,-17.08984375,-28.80859375
1,1,-79.58984375,-28.80859375,-17.578125,-38.0859375
1,1,0.48828125,-23.92578125,-20.99609375,0.0
1,1,53.7109375,-20.01953125,-32.2265625,25.87890625
1,1,36.62109375,-21.484375,-38.57421875,3.90625
1,1,-21.97265625,-23.4375,-32.71484375,-23.92578125
1,1,-50.78125,-25.390625,-32.71484375,-33.203125
1,1,-4.39453125,-29.78515625,-41.50390625,-12.20703125
1,1,40.0390625,-22.4609375,-42.96875,7.32421875
1,1,22.4609375,-12.20703125,-36.62109375,-7.32421875
1,1,-31.73828125,-18.5546875,-32.2265625,-34.1796875
1,1,-61.03515625,-28.3203125,-32.71484375,-53.22265625
1,1,-34.66796875,-30.2734375,-39.0625,-31.73828125
1,1,3.90625,-27.83203125,-36.1328125,5.859375
1,1,9.27734375,-21.97265625,-32.2265625,9.27734375
1,1,-40.52734375,-20.5078125,-32.2265625,-21.484375
1,1,-98.6328125,-28.80859375,-38.0859375,-57.12890625
1,1,-54.6875,-35.64453125,-35.64453125,-35.15625
1,1,26.3671875,-27.34375,-33.203125,7.8125
1,1,28.3203125,-20.5078125,-43.9453125,1.46484375
1,1,-12.6953125,-17.578125,-45.8984375,-26.85546875
1,1,-57.6171875,-27.83203125,-28.80859375,-44.921875
1,1,-44.921875,-37.109375,-28.3203125,-32.2265625
1,1,25.390625,-25.87890625,-43.9453125,1.46484375
1,1,59.08203125,-16.11328125,-41.9921875,16.6015625
1,1,14.16015625,-17.08984375,-21.484375,-8.30078125
1,1,-51.7578125,-11.71875,-12.20703125,-40.0390625
1,1,-59.08203125,-18.06640625,-11.23046875,-32.71484375
1,1,3.90625,-26.85546875,-22.94921875,0.9765625
1,1,39.55078125,-32.71484375,-37.59765625,3.41796875
1,1,-11.71875,-32.71484375,-36.1328125,-24.4140625
1,1,-66.40625,-29.296875,-32.2265625,-46.38671875
1,1,-74.70703125,-29.78515625,-30.76171875,-40.0390625
1,1,-31.25,-39.55078125,-25.390625,-13.18359375
1,1,28.3203125,-40.52734375,-34.66796875,6.34765625
1,1,17.578125,-28.3203125,-39.0625,-15.625
1,1,-63.4765625,-21.97265625,-31.73828125,-44.921875
1,1,-81.0546875,-25.87890625,-42.48046875,-32.71484375
1,1,-21.97265625,-28.80859375,-42.48046875,3.41796875
1,1,20.01953125,-23.4375,-20.5078125,12.6953125
1,1,-5.37109375,-18.06640625,-16.11328125,-10.7421875
1,1,-63.4765625,-24.4140625,-18.06640625,-26.85546875
1,1,-69.82421875,-31.25,-19.53125,-39.55078125
1,1,-23.4375,-31.25,-33.69140625,-27.83203125
1,1,31.25,-29.78515625,-40.0390625,-3.90625
1,1,29.296875,-19.53125,-33.203125,-5.37109375
1,1,-23.92578125,-15.625,-28.80859375,-39.0625
1,1,-67.87109375,-17.08984375,-34.66796875,-57.12890625
1,1,-36.1328125,-12.6953125,-31.73828125,-20.99609375
1,1,42.96875,-9.27734375,-21.484375,13.18359375
1,1,35.64453125,-12.6953125,-24.4140625,4.8828125
1,1,-39.55078125,-23.92578125,-22.94921875,-32.71484375
1,1,-61.03515625,-28.80859375,-21.97265625,-49.8046875
1,1,-27.83203125,-19.04296875,-29.78515625,-29.296875
1,1,30.76171875,-26.3671875,-39.55078125,-5.859375
1,1,19.04296875,-30.2734375,-34.66796875,2.44140625
1,1,-41.015625,-20.01953125,-17.578125,-13.671875
1,1,-68.359375,-18.5546875,-21.484375,-46.875
1,1,-25.87890625,-20.01953125,-34.66796875,-39.0625
1,1,27.34375,-23.92578125,-32.71484375,12.20703125
1,1,9.27734375,-24.90234375,-28.80859375,9.765625
1,1,-56.640625,-20.99609375,-18.5546875,-32.71484375
1,1,-61.03515625,-20.01953125,-12.20703125,-39.0625
1,1,-25.87890625,-23.92578125,-22.94921875,-14.16015625
1,1,11.23046875,-23.92578125,-28.3203125,9.765625
1,1,37.59765625,-28.3203125,-29.78515625,26.85546875
1,1,-12.6953125,-22.94921875,-40.0390625,-3.41796875
1,1,-72.265625,-15.625,-33.69140625,-42.48046875
1,1,-51.26953125,-22.94921875,-29.78515625,-16.6015625
1,1,22.94921875,-20.5078125,-28.3203125,26.3671875
1,1,52.734375,-22.4609375,-23.92578125,24.90234375
1,1,5.37109375,-33.203125,-25.87890625,-13.671875
1,1,-61.03515625,-30.2734375,-31.25,-46.875
1,1,-70.3125,-22.94921875,-34.1796875,-35.15625
1,1,3.90625,-16.11328125,-33.203125,6.34765625
1,1,38.0859375,-14.6484375,-23.92578125,16.11328125
1,1,-8.7890625,-24.4140625,-15.13671875,-5.37109375
1,1,-42.96875,-30.2734375,-22.4609375,-27.83203125
1,1,-42.96875,-23.4375,-30.76171875,-35.15625
1,1,9.765625,-21.484375,-17.08984375,-2.9296875
1,1,55.6640625,-23.4375,-5.37109375,17.578125
1,1,22.4609375,-22.4609375,-21.484375,-1.953125
1,1,-47.8515625,-28.3203125,-24.90234375,-32.71484375
1,1,-70.80078125,-30.2734375,-25.87890625,-35.15625
1,1,-28.3203125,-27.34375,-35.15625,-0.48828125
1,1,25.87890625,-29.296875,-28.80859375,31.73828125
1,1,14.6484375,-27.83203125,-16.11328125,15.625
1,1,-59.5703125,-30.2734375,-19.53125,-33.69140625
1,1,-72.75390625,-31.25,-24.90234375,-36.1328125
1,1,-4.8828125,-20.01953125,-20.99609375,4.39453125
1,1,46.38671875,-7.8125,-23.4375,28.80859375
1,1,13.671875,-9.27734375,-35.15625,11.71875
1,1,-53.22265625,-15.625,-25.390625,-27.34375
1,1,-55.17578125,-20.01953125,-20.5078125,-44.43359375
1,1,-11.71875,-22.94921875,-28.3203125,-40.52734375
1,1,30.2734375,-34.1796875,-30.76171875,-11.71875
1,1,21.484375,-38.57421875,-33.203125,-0.48828125
1,1,-26.3671875,-20.99609375,-32.2265625,-35.64453125
1,1,-65.91796875,-15.13671875,-26.85546875,-58.10546875
1,1,-46.38671875,-20.01953125,-28.3203125,-36.62109375
1,1,21.97265625,-20.5078125,-33.69140625,1.46484375
1,1,37.109375,-17.578125,-32.2265625,7.32421875
1,1,-27.83203125,-16.11328125,-24.90234375,-24.4140625
1,1,-82.51953125,-16.6015625,-21.484375,-37.109375
1,1,-43.9453125,-18.06640625,-29.78515625,-18.5546875
1,1,21.484375,-22.94921875,-29.296875,13.18359375
1,1,13.18359375,-22.4609375,-24.4140625,23.4375
1,1,-20.5078125,-21.484375,-35.64453125,-16.11328125
1,1,-60.05859375,-19.53125,-35.64453125,-46.38671875
1,1,-47.36328125,-16.11328125,-28.3203125,-42.48046875
1,1,24.90234375,-22.4609375,-43.45703125,-14.6484375
1,1,33.203125,-22.4609375,-42.96875,12.20703125
1,1,-19.04296875,-20.99609375,-35.15625,-10.25390625
1,1,-60.05859375,-25.390625,-43.9453125,-47.36328125
1,1,-44.921875,-22.94921875,-49.8046875,-45.41015625
1,1,6.34765625,-21.484375,-36.1328125,-14.6484375
1,1,39.0625,-24.4140625,-20.99609375,2.44140625
1,1,11.71875,-30.2734375,-22.4609375,-10.25390625
1,1,-45.8984375,-26.3671875,-27.83203125,-29.78515625
1,1,-58.59375,-16.6015625,-39.55078125,-31.25
1,1,-16.6015625,-10.7421875,-32.2265625,-3.41796875
1,1,38.0859375,-19.04296875,-23.92578125,22.94921875
1,1,9.765625,-19.04296875,-16.11328125,-1.953125
1,1,-50.78125,-25.390625,-13.18359375,-40.0390625
1,1,-55.6640625,-27.83203125,-26.85546875,-38.0859375
1,1,0.9765625,-21.484375,-35.64453125,-3.41796875
1,1,36.62109375,-20.99609375,-34.66796875,14.6484375
1,1,0.48828125,-20.01953125,-29.296875,-19.04296875
1,1,-55.17578125,-28.80859375,-28.80859375,-62.98828125
1,1,-79.58984375,-24.90234375,-30.76171875,-65.91796875
1,1,-27.83203125,-14.16015625,-28.3203125,-21.484375
1,1,29.78515625,-14.6484375,-28.3203125,4.39453125
1,1,15.625,-16.6015625,-29.296875,2.44140625
1,1,-43.45703125,-20.01953125,-28.3203125,-32.2265625
1,1,-62.98828125,-28.80859375,-33.203125,-46.875
1,1,-9.765625,-17.08984375,-34.1796875,-23.92578125
1,1,47.36328125,-3.90625,-26.85546875,1.953125
1,1,12.6953125,-28.80859375,-31.25,-3.41796875
1,1,-48.828125,-32.2265625,-52.734375,-45.41015625
