timestamps,words,terms,TP9,AF7,AF8,TP10,Right AUX,Marker
1586284894.908625,1,1,33.69140625,-15.625,-23.92578125,19.53125,0.0,0
1586284894.9125311,1,1,-16.11328125,-10.7421875,-40.52734375,-15.13671875,0.0,0
1586284894.9164374,1,1,-47.8515625,-4.8828125,-42.96875,-36.1328125,0.0,0
1586284894.9203436,1,1,-18.06640625,-5.859375,-48.828125,-28.3203125,0.0,0
1586284894.92425,1,1,41.50390625,-17.08984375,-47.36328125,-2.9296875,0.0,0
1586284894.9281561,1,1,45.8984375,-20.5078125,-36.1328125,8.7890625,0.0,0
1586284894.9320624,1,1,-2.44140625,-14.16015625,-24.90234375,-18.06640625,0.0,0
1586284894.9359686,1,1,-46.38671875,-22.94921875,-33.69140625,-51.7578125,0.0,0
1586284894.939875,1,1,-29.78515625,-26.3671875,-38.57421875,-36.1328125,0.0,0
1586284894.9437811,1,1,32.2265625,-16.11328125,-33.69140625,-3.41796875,0.0,0
1586284894.9476874,1,1,56.15234375,-15.625,-26.3671875,7.8125,0.0,0
1586284894.9515936,1,1,10.7421875,-17.578125,-21.484375,-7.8125,0.0,0
1586284894.9555,1,1,-50.29296875,-17.08984375,-24.90234375,-50.29296875,0.0,0
1586284894.9594061,1,1,-46.875,-4.8828125,-19.04296875,-52.24609375,0.0,0
1586284894.9633124,1,1,14.16015625,-5.859375,-17.08984375,-8.7890625,0.0,0
1586284894.9672186,1,1,52.734375,-19.53125,-31.73828125,17.578125,0.0,0
1586284894.971125,1,1,17.578125,-13.671875,-33.69140625,1.46484375,0.0,0
1586284894.9750311,1,1,-34.1796875,-11.23046875,-29.296875,-29.78515625,0.0,0
1586284894.9789374,1,1,-30.76171875,-18.5546875,-29.296875,-28.80859375,0.0,0
1586284894.9828436,1,1,11.23046875,-15.13671875,-38.0859375,4.39453125,0.0,0
1586284894.98675,1,1,42.96875,-8.30078125,-43.45703125,21.484375,0.0,0
1586284894.9906561,1,1,28.80859375,-0.48828125,-40.52734375,-4.39453125,0.0,0
1586284894.9945624,1,1,-31.73828125,0.9765625,-45.41015625,-45.41015625,0.0,0
1586284894.9984686,1,1,-57.6171875,-3.41796875,-38.57421875,-50.29296875,0.0,0
1586284895.002375,1,1,-5.859375,-2.9296875,-31.73828125,-12.20703125,0.0,0
1586284895.0062811,1,1,38.0859375,-10.7421875,-38.57421875,13.18359375,0.0,0
1586284895.0101874,1,1,3.90625,-17.08984375,-48.33984375,-0.48828125,0.0,0
1586284895.0140936,1,1,-52.734375,-20.5078125,-53.7109375,-38.57421875,0.0,0
1586284895.018,1,1,-55.6640625,-28.80859375,-45.8984375,-51.7578125,0.0,0
1586284895.0219061,1,1,-20.5078125,-24.4140625,-37.59765625,-25.87890625,0.0,0
1586284895.0258124,1,1,35.15625,-16.6015625,-29.78515625,5.859375,0.0,0
1586284895.0297186,1,1,25.390625,-12.6953125,-35.15625,1.953125,0.0,0
1586284895.033625,1,1,-46.38671875,-10.25390625,-38.57421875,-41.9921875,0.0,0
1586284895.0375311,1,1,-61.03515625,-12.6953125,-35.64453125,-57.6171875,0.0,0
1586284895.0414374,1,1,-14.6484375,-19.53125,-47.8515625,-25.390625,0.0,0
1586284895.0453436,1,1,39.55078125,-11.23046875,-47.8515625,14.6484375,0.0,0
1586284895.04925,1,1,28.3203125,-10.25390625,-42.96875,16.11328125,0.0,0
1586284895.0531561,1,1,-24.90234375,-31.25,-41.015625,-23.92578125,0.0,0
1586284895.0570624,1,1,-68.359375,-32.71484375,-34.1796875,-43.9453125,0.0,0
1586284895.0609686,1,1,-50.78125,-20.5078125,-31.73828125,-23.92578125,0.0,0
1586284895.064875,1,1,0.0,-19.53125,-38.57421875,3.90625,0.0,0
1586284895.0687811,1,1,11.23046875,-21.97265625,-40.0390625,4.8828125,0.0,0
1586284895.0726874,1,1,-37.59765625,-19.04296875,-46.875,-21.97265625,0.0,0
1586284895.0765936,1,1,-85.9375,-20.5078125,-41.9921875,-53.7109375,0.0,0
1586284895.0805,1,1,-54.19921875,-23.4375,-34.1796875,-45.8984375,0.0,0
