timestamps,words,terms,TP9,AF7,AF8,TP10,Right AUX,Marker
1586284429.814875,1,1,-206.0546875,53.22265625,75.68359375,18.5546875,0.0,0
1586284429.8187811,1,1,-466.30859375,46.875,85.9375,-61.5234375,0.0,0
1586284429.8226874,1,1,-286.1328125,46.875,83.0078125,10.7421875,0.0,0
1586284429.8265936,1,1,96.19140625,55.17578125,88.37890625,149.90234375,0.0,0
1586284429.8305,1,1,130.37109375,45.41015625,98.14453125,175.29296875,0.0,0
1586284429.8344061,1,1,-244.62890625,28.3203125,109.375,57.12890625,0.0,0
1586284429.8383124,1,1,-564.453125,47.36328125,101.5625,-68.359375,0.0,0
1586284429.8422186,1,1,-458.984375,62.98828125,90.33203125,-16.11328125,0.0,0
1586284429.846125,1,1,-80.078125,51.26953125,96.6796875,152.83203125,0.0,0
1586284429.8500311,1,1,30.2734375,57.6171875,110.3515625,211.9140625,0.0,0
1586284429.8539374,1,1,-324.21875,52.24609375,91.796875,65.91796875,0.0,0
1586284429.8578436,1,1,-683.10546875,40.52734375,75.68359375,-72.265625,0.0,0
1586284429.86175,1,1,-611.328125,49.8046875,92.28515625,-17.08984375,0.0,0
1586284429.8656561,1,1,-235.3515625,40.0390625,102.5390625,142.08984375,0.0,0
1586284429.8695624,1,1,-82.51953125,14.6484375,93.75,197.75390625,0.0,0
1586284429.8734686,1,1,-418.9453125,15.625,85.44921875,68.359375,0.0,0
1586284429.877375,1,1,-858.88671875,40.52734375,92.7734375,-52.24609375,0.0,0
1586284429.8812811,1,1,-886.71875,50.78125,105.95703125,-6.8359375,0.0,0
1586284429.8851874,1,1,-556.640625,42.96875,98.14453125,126.953125,0.0,0
1586284429.8890936,1,1,-388.671875,32.71484375,84.9609375,187.01171875,0.0,0
1586284429.893,1,1,-704.1015625,41.50390625,90.33203125,103.515625,0.0,0
1586284429.8969061,1,1,-992.1875,45.41015625,91.796875,-35.15625,0.0,0
1586284429.9008124,1,1,-1000.0,13.18359375,75.68359375,-66.89453125,0.0,0
1586284429.9047186,1,1,-881.34765625,21.97265625,80.078125,83.0078125,0.0,0
1586284429.908625,1,1,-673.33984375,49.31640625,89.84375,190.91796875,0.0,0
1586284429.9125311,1,1,-863.76953125,49.31640625,84.47265625,98.6328125,0.0,0
